id;Full_name;Department;Hora_entrada;Hora_salida;worked_hours;dias_trabajados;Horas_extra_diurnas;Horas_extra_nocturnas;Ausencias;salario_base;Valor_hora_sueldo;pago_horas_extra_diurnas;pago_horas_extra_nocturnas;auxilio_transporte;deduccion_salud;Total_devengado;deduccion_pension;Total_decucciones;Total_neto_a_pagar
312;Anthe Lindores;Legal;8:54;17:17;8:23:00;18;20;7;2;14332681;99532.50694;2488312.674;870909.4358;0;573307.24;17691903.11;573307.24;1146614.48;16545288.63
313;Bridgette Bouldon;Support;9:11;17:00;7:49:00;19;2;10;0;9085635;59773.91447;149434.7862;747173.9309;0;363425.4;9982243.717;363425.4;726850.8;9255392.917
314;Hyacinthia Semark;Research and Development;8:59;16:42;7:43:00;20;7;2;2;18737375;117108.5938;1024700.195;292771.4844;0;749495;20054846.68;749495;1498990;18555856.68
315;Tresa Heaffey;Product Management;9:10;16:52;7:42:00;19;15;14;0;28260646;185925.3026;3486099.424;3253692.796;0;1130425.84;35000438.22;1130425.84;2260851.68;32739586.54
316;Ardyth Marages;Services;9:15;16:54;7:39:00;19;11;2;1;23686406;155831.6184;2142684.753;389579.0461;0;947456.24;26218669.8;947456.24;1894912.48;24323757.32
317;Todd Jervis;Support;9:05;17:39;8:34:00;18;2;14;2;12354053;85792.03472;214480.0868;1501360.608;0;494162.12;14069893.69;494162.12;988324.24;13081569.45
318;Constantin Leaton;Support;8:44;17:12;8:28:00;19;18;10;1;27884835;183452.8618;4127689.391;2293160.773;0;1115393.4;34305685.16;1115393.4;2230786.8;32074898.36
319;Matilda Babber;Sales;9:15;16:57;7:42:00;18;19;1;2;2839735;19720.38194;468359.0712;24650.47743;0;113589.4;3332744.549;113589.4;227178.8;3105565.749
320;Alexis Attawell;Legal;8:42;16:50;8:08:00;18;10;10;2;1573667;10928.24306;136603.0382;136603.0382;162000;62946.68;2008873.076;62946.68;125893.36;1882979.716
321;Dianemarie Myring;Marketing;8:48;17:15;8:27:00;18;4;12;1;21993940;152735.6944;763678.4722;2291035.417;0;879757.6;25048653.89;879757.6;1759515.2;23289138.69
322;Kirbie Haywood;Support;9:00;17:03;8:03:00;20;15;1;0;21265519;132909.4938;2492053.008;166136.8672;0;850620.76;23923708.88;850620.76;1701241.52;22222467.36
323;Lambert Whisson;Training;8:57;17:08;8:11:00;19;5;14;1;27697981;182223.5592;1138897.245;3188912.286;0;1107919.24;32025790.53;1107919.24;2215838.48;29809952.05
324;Rice Manderson;Business Development;8:51;17:05;8:14:00;19;0;6;0;5785171;38060.33553;0;285452.5164;0;231406.84;6070623.516;231406.84;462813.68;5607809.836
325;Chelsea Starsmeare;Research and Development;8:54;17:19;8:25:00;20;6;9;2;18194014;113712.5875;852844.4063;1279266.609;0;727760.56;20326125.02;727760.56;1455521.12;18870603.9
326;Billie Donke;Sales;8:44;17:29;8:45:00;18;19;15;0;1843622;12802.93056;304069.6007;240054.9479;162000;73744.88;2549746.549;73744.88;147489.76;2402256.789
327;Cheslie Ashburne;Support;8:56;16:49;7:53:00;19;7;6;1;28017154;184323.3816;1612829.589;1382425.362;0;1120686.16;31012408.95;1120686.16;2241372.32;28771036.63
328;Godfree Bohlin;Human Resources;9:05;16:50;7:45:00;19;20;4;1;7673634;50484.43421;1262110.855;252422.1711;0;306945.36;9188167.026;306945.36;613890.72;8574276.306
329;Renado Watford;Product Management;9:00;17:13;8:13:00;18;7;8;2;26931015;187020.9375;1636433.203;1870209.375;0;1077240.6;30437657.58;1077240.6;2154481.2;28283176.38
330;Eziechiele Gowry;Legal;9:17;17:25;8:08:00;18;19;5;2;9696050;67333.68056;1599174.913;420835.5035;0;387842;11716060.42;387842;775684;10940376.42
331;Benedicto Stanborough;Legal;9:15;16:46;7:31:00;18;5;2;1;14854884;103158.9167;644743.2292;257897.2917;0;594195.36;15757524.52;594195.36;1188390.72;14569133.8
332;Heall Kopps;Engineering;8:59;16:52;7:53:00;20;2;14;2;16592269;103701.6813;259254.2031;1814779.422;0;663690.76;18666302.63;663690.76;1327381.52;17338921.11
333;Maxie Claypoole;Accounting;8:58;16:52;7:54:00;18;7;2;2;4908752;34088.55556;298274.8611;85221.38889;0;196350.08;5292248.25;196350.08;392700.16;4899548.09
334;Herve Karppi;Business Development;9:13;17:24;8:11:00;18;16;0;0;14313829;99401.59028;1988031.806;0;0;572553.16;16301860.81;572553.16;1145106.32;15156754.49
335;Godard O'Mahoney;Product Management;8:52;17:14;8:22:00;20;15;2;2;3696775;23104.84375;433215.8203;57762.10938;0;147871;4187752.93;147871;295742;3892010.93
336;Vladamir Feore;Legal;8:54;16:38;7:44:00;18;8;11;0;24749416;171870.9444;1718709.444;2363225.486;0;989976.64;28831350.93;989976.64;1979953.28;26851397.65
337;Tirrell Griss;Services;8:51;17:18;8:27:00;18;5;8;1;10854623;75379.32639;471120.7899;753793.2639;0;434184.92;12079537.05;434184.92;868369.84;11211167.21
338;Arvin McKeurton;Support;9:09;17:13;8:04:00;20;15;5;1;27738365;173364.7813;3250589.648;1083529.883;0;1109534.6;32072484.53;1109534.6;2219069.2;29853415.33
339;Raquela Longhorn;Support;8:52;16:54;8:02:00;18;18;12;2;5184524;36003.63889;810081.875;540054.5833;0;207380.96;6534660.458;207380.96;414761.92;6119898.538
340;Karlotte Franceschielli;Research and Development;8:52;16:48;7:56:00;19;12;1;2;20478058;134724.0658;2020860.987;168405.0822;0;819122.32;22667324.07;819122.32;1638244.64;21029079.43
341;Norman Nabbs;Marketing;8:59;17:31;8:32:00;19;19;1;1;22793054;149954.3026;3561414.688;187442.8783;0;911722.16;26541911.57;911722.16;1823444.32;24718467.25
342;Clemmy Latchmore;Accounting;9:01;17:07;8:06:00;19;15;7;0;3579964;23552.39474;441607.4013;206083.4539;0;143198.56;4227654.855;143198.56;286397.12;3941257.735
343;Edithe Childerhouse;Engineering;8:52;17:07;8:15:00;18;15;13;0;12956296;89974.27778;1687017.708;1462082.014;0;518251.84;16105395.72;518251.84;1036503.68;15068892.04
344;Euell Kelemen;Product Management;8:55;17:30;8:35:00;18;12;3;0;12535814;87054.26389;1305813.958;326453.4896;0;501432.56;14168081.45;501432.56;1002865.12;13165216.33
345;Tabbi Gariff;Marketing;9:00;16:49;7:49:00;19;2;15;1;8571121;56388.95395;140972.3849;1057292.887;0;342844.84;9769386.271;342844.84;685689.68;9083696.591
346;Loree Dahler;Sales;9:09;17:15;8:06:00;19;2;15;1;2184858;14374.06579;35935.16447;269513.7336;162000;87394.32;2652306.898;87394.32;174788.64;2477518.258
347;Jennee Episcopio;Marketing;9:07;16:45;7:38:00;20;14;13;1;5961520;37259.5;652041.25;605466.875;0;238460.8;7219028.125;238460.8;476921.6;6742106.525
348;Jerry Murty;Legal;9:11;17:13;8:02:00;18;11;13;2;14534336;100932.8889;1387827.222;1640159.444;0;581373.44;17562322.67;581373.44;1162746.88;16399575.79
349;Hagen Stolberger;Product Management;8:48;17:34;8:46:00;18;15;12;2;7679810;53332.01389;999975.2604;799980.2083;0;307192.4;9479765.469;307192.4;614384.8;8865380.669
350;Alix McIlmorie;Support;9:02;16:59;7:57:00;18;18;6;2;5000525;34725.86806;781332.0313;260444.0104;0;200021;6042301.042;200021;400042;5642259.042
351;Pearline Sadry;Support;9:04;16:55;7:51:00;19;13;11;1;21383929;140683.7434;2286110.831;1934401.472;0;855357.16;25604441.3;855357.16;1710714.32;23893726.98
352;Vivi Wabersich;Training;9:17;16:55;7:38:00;18;14;0;0;18338295;127349.2708;2228612.24;0;0;733531.8;20566907.24;733531.8;1467063.6;19099843.64
353;Filmore Bloom;Sales;9:14;17:10;7:56:00;18;17;15;0;19017152;132063.5556;2806350.556;2476191.667;0;760686.08;24299694.22;760686.08;1521372.16;22778322.06
354;Linda Pallesen;Sales;8:56;17:37;8:41:00;19;1;0;2;27247538;179260.1184;224075.148;0;0;1089901.52;27471613.15;1089901.52;2179803.04;25291810.11
355;Casie Samwell;Human Resources;8:41;17:32;8:51:00;18;2;8;0;13253807;92040.32639;230100.816;920403.2639;0;530152.28;14404311.08;530152.28;1060304.56;13344006.52
356;Bear Pawlicki;Product Management;9:16;17:28;8:12:00;20;6;0;0;2924697;18279.35625;137095.1719;0;0;116987.88;3061792.172;116987.88;233975.76;2827816.412
357;Nichol Josefson;Marketing;9:16;16:33;7:17:00;20;13;12;2;9457434;59108.9625;960520.6406;886634.4375;0;378297.36;11304589.08;378297.36;756594.72;10547994.36
358;Charo Annies;Support;9:14;17:15;8:01:00;20;18;9;1;7270600;45441.25;1022428.125;511214.0625;0;290824;8804242.188;290824;581648;8222594.188
359;Ray Winkle;Accounting;8:59;17:21;8:22:00;18;20;7;1;11167735;77553.71528;1938842.882;678595.0087;0;446709.4;13785172.89;446709.4;893418.8;12891754.09
360;Leoine Fish;Business Development;8:42;17:34;8:52:00;20;8;6;1;16747513;104671.9563;1046719.563;785039.6719;0;669900.52;18579272.23;669900.52;1339801.04;17239471.19
361;Florinda Helsdon;Research and Development;8:53;17:33;8:40:00;19;8;14;1;19291974;126920.8816;1269208.816;2221115.428;0;771678.96;22782298.24;771678.96;1543357.92;21238940.32
362;Chilton Sinnock;Legal;9:11;17:24;8:13:00;18;9;9;0;9079776;63054;709357.5;709357.5;0;363191.04;10498491;363191.04;726382.08;9772108.92
363;Hilly Skitch;Research and Development;8:49;16:31;7:42:00;19;4;15;0;15680028;103158.0789;515790.3947;1934213.98;0;627201.12;18130032.38;627201.12;1254402.24;16875630.14
364;Lavena Hebburn;Legal;8:41;16:54;8:13:00;19;13;2;0;21065869;138591.2434;2252107.706;346478.1086;0;842634.76;23664454.81;842634.76;1685269.52;21979185.29
365;Bevan Pacht;Sales;8:50;17:22;8:32:00;20;1;11;1;8249615;51560.09375;64450.11719;708951.2891;0;329984.6;9023016.406;329984.6;659969.2;8363047.206
366;Auguste Hogbin;Research and Development;9:00;17:07;8:07:00;18;10;12;0;12768473;88669.95139;1108374.392;1330049.271;0;510738.92;15206896.66;510738.92;1021477.84;14185418.82
367;Danya Ganforthe;Marketing;8:58;17:20;8:22:00;20;10;12;0;16941427;105883.9188;1323548.984;1588258.781;0;677657.08;19853234.77;677657.08;1355314.16;18497920.61
368;Ana Saltmarsh;Human Resources;9:17;17:19;8:02:00;18;13;1;2;12650466;87850.45833;1427569.948;109813.0729;0;506018.64;14187849.02;506018.64;1012037.28;13175811.74
369;Oates Chilton;Sales;9:11;16:55;7:44:00;18;4;15;1;8357134;58035.65278;290178.2639;1088168.49;0;334285.36;9735480.753;334285.36;668570.72;9066910.033
370;Lacee Sugge;Human Resources;9:19;17:00;7:41:00;20;5;0;2;26633781;166461.1313;1040382.07;0;0;1065351.24;27674163.07;1065351.24;2130702.48;25543460.59
371;Bruis Duval;Marketing;9:09;17:25;8:16:00;18;14;11;0;16344860;113505.9722;1986354.514;1560707.118;0;653794.4;19891921.63;653794.4;1307588.8;18584332.83
372;Lambert Ehrat;Services;9:17;16:46;7:29:00;18;17;12;2;13840366;96113.65278;2042415.122;1441704.792;0;553614.64;17324485.91;553614.64;1107229.28;16217256.63
373;Randall Fendley;Product Management;9:14;16:54;7:40:00;19;12;6;1;26829922;176512.6447;2647689.671;1323844.836;0;1073196.88;30801456.51;1073196.88;2146393.76;28655062.75
374;Vanessa Higgen;Services;9:17;17:18;8:01:00;18;12;2;2;9239341;64162.09028;962431.3542;160405.2257;0;369573.64;10362177.58;369573.64;739147.28;9623030.3
375;Katheryn Skells;Human Resources;9:05;16:42;7:37:00;20;5;5;0;23433253;146457.8313;915361.4453;915361.4453;0;937330.12;25263975.89;937330.12;1874660.24;23389315.65
376;Hester Mcwhinney;Support;9:15;17:09;7:54:00;18;12;1;0;14004765;97255.3125;1458829.688;121569.1406;0;560190.6;15585163.83;560190.6;1120381.2;14464782.63
377;Archibaldo Goskar;Legal;8:59;17:26;8:27:00;20;16;0;0;6627381;41421.13125;828422.625;0;0;265095.24;7455803.625;265095.24;530190.48;6925613.145
378;Catina Legier;Business Development;8:51;16:54;8:03:00;20;19;1;0;4915361;30721.00625;729623.8984;38401.25781;0;196614.44;5683386.156;196614.44;393228.88;5290157.276
379;Gordy Drewe;Sales;9:18;16:42;7:24:00;20;12;5;1;8332610;52078.8125;781182.1875;325492.5781;0;333304.4;9439284.766;333304.4;666608.8;8772675.966
380;Borden Tomlins;Services;9:06;17:17;8:11:00;19;11;12;1;13075739;86024.59868;1182838.232;1290368.98;0;523029.56;15548946.21;523029.56;1046059.12;14502887.09
381;Katy Cotman;Support;9:04;16:44;7:40:00;20;0;14;1;12007273;75045.45625;0;1313295.484;0;480290.92;13320568.48;480290.92;960581.84;12359986.64
382;Jemima Claypool;Business Development;8:58;17:25;8:27:00;19;0;12;0;8121288;53429.52632;0;801442.8947;0;324851.52;8922730.895;324851.52;649703.04;8273027.855
383;Forest Winson;Research and Development;8:49;16:43;7:54:00;19;6;2;0;13206461;86884.61184;651634.5888;217211.5296;0;528258.44;14075307.12;528258.44;1056516.88;13018790.24
384;Amandy Agastina;Human Resources;8:52;17:25;8:33:00;19;11;9;0;17372887;114295.3092;1571560.502;1285822.229;0;694915.48;20230269.73;694915.48;1389830.96;18840438.77
385;Constantin Klain;Engineering;9:19;17:39;8:20:00;20;20;3;0;22321389;139508.6813;3487717.031;523157.5547;0;892855.56;26332263.59;892855.56;1785711.12;24546552.47
386;Ginelle Snugg;Training;9:03;16:39;7:36:00;19;13;9;1;19567751;128735.2039;2091947.064;1448271.044;0;782710.04;23107969.11;782710.04;1565420.08;21542549.03
387;Joelly Hawson;Research and Development;9:16;17:09;7:53:00;18;12;0;2;2859494;19857.59722;297863.9583;0;0;114379.76;3157357.958;114379.76;228759.52;2928598.438
388;Harmonie Withnall;Product Management;8:46;17:13;8:27:00;19;9;6;1;12869267;84666.23026;952495.0905;634996.727;0;514770.68;14456758.82;514770.68;1029541.36;13427217.46
389;Giacinta Nuttey;Human Resources;9:06;17:16;8:10:00;19;17;9;0;8602412;56594.81579;1202639.836;636691.6776;0;344096.48;10441743.51;344096.48;688192.96;9753550.553
390;Beverlee Muncaster;Engineering;8:53;17:30;8:37:00;19;1;15;0;16622101;109355.9276;136694.9095;2050423.643;0;664884.04;18809219.55;664884.04;1329768.08;17479451.47
391;Benedetto Bettenson;Research and Development;8:57;16:54;7:57:00;19;20;7;1;12181407;80140.83553;2003520.888;701232.3109;0;487256.28;14886160.2;487256.28;974512.56;13911647.64
392;Tansy Morrison;Marketing;8:46;17:24;8:38:00;18;3;7;1;23607793;163943.0069;614786.276;1434501.311;0;944311.72;25657080.59;944311.72;1888623.44;23768457.15
393;Hewitt MacCollom;Services;8:51;17:22;8:31:00;19;2;0;0;1967071;12941.25658;32353.14145;0;162000;78682.84;2161424.141;78682.84;157365.68;2004058.461
394;Vitoria Lissett;Support;8:53;17:10;8:17:00;20;14;0;0;7047578;44047.3625;770828.8438;0;0;281903.12;7818406.844;281903.12;563806.24;7254600.604
395;Philis Palmby;Product Management;8:55;17:26;8:31:00;18;2;9;1;12336573;85670.64583;214176.6146;963794.7656;0;493462.92;13514544.38;493462.92;986925.84;12527618.54
396;Forrester Greenshiels;Accounting;8:42;16:40;7:58:00;20;20;9;1;2221614;13885.0875;347127.1875;156207.2344;162000;88864.56;2886948.422;88864.56;177729.12;2709219.302
397;Carolus Jugging;Legal;9:03;16:47;7:44:00;20;15;3;1;10707632;66922.7;1254800.625;250960.125;0;428305.28;12213392.75;428305.28;856610.56;11356782.19
398;Maxim Steeples;Research and Development;8:48;17:10;8:22:00;18;4;1;0;4467815;31026.49306;155132.4653;38783.11632;0;178712.6;4661730.582;178712.6;357425.2;4304305.382
399;Evangelia McPeeters;Human Resources;9:00;16:55;7:55:00;20;18;0;2;4316681;26979.25625;607033.2656;0;0;172667.24;4923714.266;172667.24;345334.48;4578379.786
400;Gael Parfitt;Product Management;8:52;16:49;7:57:00;19;7;5;1;22456620;147740.9211;1292733.059;923380.7566;0;898264.8;24672733.82;898264.8;1796529.6;22876204.22
401;Alicia Kestell;Accounting;9:11;16:59;7:48:00;19;18;9;2;3151574;20734.03947;466515.8882;233257.9441;0;126062.96;3851347.832;126062.96;252125.92;3599221.912
402;Maisey Wrightham;Marketing;8:44;17:24;8:40:00;20;12;7;1;8589239;53682.74375;805241.1563;469724.0078;0;343569.56;9864204.164;343569.56;687139.12;9177065.044
403;Brietta Panton;Legal;9:02;17:11;8:09:00;19;2;15;2;28023380;184364.3421;460910.8553;3456831.414;0;1120935.2;31941122.27;1120935.2;2241870.4;29699251.87
404;Kain Eberlein;Services;9:15;16:40;7:25:00;19;3;10;1;4501737;29616.69079;111062.5905;370208.6349;0;180069.48;4983008.225;180069.48;360138.96;4622869.265
405;Brennan MacArdle;Business Development;8:45;17:37;8:52:00;18;16;6;2;13614433;94544.67361;1890893.472;709085.0521;0;544577.32;16214411.52;544577.32;1089154.64;15125256.88
406;Avigdor Wermerling;Support;9:03;17:26;8:23:00;20;20;12;2;10236403;63977.51875;1599437.969;959662.7813;0;409456.12;12795503.75;409456.12;818912.24;11976591.51
407;Jeremie Delgua;Services;8:57;17:35;8:38:00;20;0;0;0;24283265;151770.4063;0;0;0;971330.6;24283265;971330.6;1942661.2;22340603.8
408;Joyann Moody;Legal;9:01;17:13;8:12:00;20;10;1;2;7383284;46145.525;576819.0625;57681.90625;0;295331.36;8017784.969;295331.36;590662.72;7427122.249
409;Bunnie Birtwell;Human Resources;9:07;17:23;8:16:00;20;13;6;0;9487037;59293.98125;963527.1953;444704.8594;0;379481.48;10895269.05;379481.48;758962.96;10136306.09
410;Ania Tilburn;Engineering;8:58;17:04;8:06:00;20;0;15;1;4316425;26977.65625;0;505831.0547;0;172657;4822256.055;172657;345314;4476942.055
411;Nadeen Gartenfeld;Human Resources;8:45;17:17;8:32:00;18;16;3;2;22070421;153266.8125;3065336.25;574750.5469;0;882816.84;25710507.8;882816.84;1765633.68;23944874.12
412;Stafani Langham;Accounting;9:15;17:09;7:54:00;19;0;7;2;12458966;81966.88158;0;717210.2138;0;498358.64;13176176.21;498358.64;996717.28;12179458.93
413;Jimmy Compton;Legal;9:11;16:32;7:21:00;18;1;0;1;11061194;76813.84722;96017.30903;0;0;442447.76;11157211.31;442447.76;884895.52;10272315.79
414;Corabel Jobbings;Research and Development;8:47;17:17;8:30:00;19;19;10;2;24786651;163070.0724;3872914.219;2038375.905;0;991466.04;30697941.12;991466.04;1982932.08;28715009.04
415;Alisha Rarity;Accounting;8:48;17:01;8:13:00;20;13;7;0;23348136;145925.85;2371295.063;1276851.188;0;933925.44;26996282.25;933925.44;1867850.88;25128431.37
416;Loy D'Costa;Legal;9:04;16:33;7:29:00;20;1;13;2;26330043;164562.7688;205703.4609;2674144.992;0;1053201.72;29209891.45;1053201.72;2106403.44;27103488.01
417;Hansiain McBeith;Engineering;9:00;16:31;7:31:00;19;2;10;1;22390122;147303.4342;368258.5855;1841292.928;0;895604.88;24599673.51;895604.88;1791209.76;22808463.75
418;Humfried Whittleton;Marketing;9:15;17:13;7:58:00;20;18;13;2;15387096;96169.35;2163810.375;1562751.938;0;615483.84;19113658.31;615483.84;1230967.68;17882690.63
419;Ardella MacAskill;Business Development;9:07;16:47;7:40:00;18;14;14;1;25453584;176761;3093317.5;3093317.5;0;1018143.36;31640219;1018143.36;2036286.72;29603932.28
420;Thekla Smorfit;Business Development;9:16;17:14;7:58:00;18;3;2;0;28473658;197733.7361;741501.5104;494334.3403;0;1138946.32;29709493.85;1138946.32;2277892.64;27431601.21
421;Tisha Jeffries;Support;9:04;17:10;8:06:00;20;0;3;1;22360870;139755.4375;0;524082.8906;0;894434.8;22884952.89;894434.8;1788869.6;21096083.29
422;Lydie Dukes;Legal;9:10;17:16;8:06:00;20;12;2;2;27840705;174004.4063;2610066.094;435011.0156;0;1113628.2;30885782.11;1113628.2;2227256.4;28658525.71
423;Ric Crosland;Marketing;9:19;16:51;7:32:00;19;6;0;2;26680328;175528.4737;1316463.553;0;0;1067213.12;27996791.55;1067213.12;2134426.24;25862365.31
424;Karlie MacDonogh;Accounting;8:51;16:39;7:48:00;18;10;5;2;7314295;50793.71528;634921.441;317460.7205;0;292571.8;8266677.161;292571.8;585143.6;7681533.561
425;Maddie Quinevan;Human Resources;8:40;17:38;8:58:00;19;19;10;2;3164245;20817.40132;494413.2813;260217.5164;0;126569.8;3918875.798;126569.8;253139.6;3665736.198
426;Marline Rosini;Sales;8:46;16:41;7:55:00;20;0;7;1;10373151;64832.19375;0;567281.6953;0;414926.04;10940432.7;414926.04;829852.08;10110580.62
427;Sasha Siverns;Business Development;9:15;17:03;7:48:00;18;3;8;0;24379594;169302.7361;634885.2604;1693027.361;0;975183.76;26707506.62;975183.76;1950367.52;24757139.1
428;Thalia Pressman;Human Resources;9:11;16:59;7:48:00;20;19;8;2;25481800;159261.25;3782454.688;1592612.5;0;1019272;30856867.19;1019272;2038544;28818323.19
429;Tallou Sandercock;Product Management;9:07;16:40;7:33:00;18;6;3;1;18272252;126890.6389;951679.7917;475839.8958;0;730890.08;19699771.69;730890.08;1461780.16;18237991.53
430;Shurwood Braddon;Support;9:11;17:12;8:01:00;20;10;1;2;9320749;58254.68125;728183.5156;72818.35156;0;372829.96;10121750.87;372829.96;745659.92;9376090.947
431;Helsa Yekel;Research and Development;9:03;16:48;7:45:00;18;15;9;0;18793969;130513.6736;2447131.38;1468278.828;0;751758.76;22709379.21;751758.76;1503517.52;21205861.69
432;Peterus Codman;Accounting;8:47;17:17;8:30:00;20;0;5;1;28365189;177282.4313;0;1108015.195;0;1134607.56;29473204.2;1134607.56;2269215.12;27203989.08
433;Paco Jouannin;Services;9:16;17:22;8:06:00;19;17;7;0;22996489;151292.6908;3214969.679;1323811.044;0;919859.56;27535269.72;919859.56;1839719.12;25695550.6
434;Joela D'eye;Human Resources;8:46;17:37;8:51:00;18;15;2;0;1742043;12097.52083;226828.5156;30243.80208;162000;69681.72;2161115.318;69681.72;139363.44;2021751.878
435;Alleen Tokell;Support;9:16;17:19;8:03:00;20;15;3;1;22691685;141823.0313;2659181.836;531836.3672;0;907667.4;25882703.2;907667.4;1815334.8;24067368.4
436;Miguel Drance;Legal;8:57;17:33;8:36:00;20;10;12;0;9699867;60624.16875;757802.1094;909362.5313;0;387994.68;11367031.64;387994.68;775989.36;10591042.28
437;Cynthia Rennison;Business Development;8:44;17:27;8:43:00;19;5;9;2;19900932;130927.1842;818294.9013;1472930.822;0;796037.28;22192157.72;796037.28;1592074.56;20600083.16
438;Evelina Worshall;Services;9:19;17:25;8:06:00;20;10;8;0;1731507;10821.91875;135273.9844;108219.1875;162000;69260.28;2137000.172;69260.28;138520.56;1998479.612
439;Deb Cleall;Support;8:56;16:32;7:36:00;19;1;14;2;23646216;155567.2105;194459.0132;2722426.184;0;945848.64;26563101.2;945848.64;1891697.28;24671403.92
440;Shannah Reedick;Marketing;8:59;17:38;8:39:00;20;11;10;2;17410002;108812.5125;1496172.047;1360156.406;0;696400.08;20266330.45;696400.08;1392800.16;18873530.29
441;Urson Hudspeth;Accounting;9:02;17:23;8:21:00;18;10;12;1;15616108;108445.1944;1355564.931;1626677.917;0;624644.32;18598350.85;624644.32;1249288.64;17349062.21
442;Audrye McIlvenny;Accounting;8:52;17:34;8:42:00;19;8;5;2;26530702;174544.0921;1745440.921;1090900.576;0;1061228.08;29367043.5;1061228.08;2122456.16;27244587.34
443;Brady Ponte;Research and Development;8:57;17:26;8:29:00;20;8;9;2;2373243;14832.76875;148327.6875;166868.6484;162000;94929.72;2850439.336;94929.72;189859.44;2660579.896
444;Rutherford Le Clercq;Research and Development;8:41;17:07;8:26:00;18;20;9;1;17744945;123228.7847;3080719.618;1386323.828;0;709797.8;22211988.45;709797.8;1419595.6;20792392.85
445;Nevile Hainey`;Engineering;9:07;17:29;8:22:00;19;19;2;2;18992582;124951.1974;2967590.938;312377.9934;0;759703.28;22272550.93;759703.28;1519406.56;20753144.37
446;Shelli Sant;Training;8:47;17:32;8:45:00;18;13;1;2;28716974;199423.4306;3240630.747;249279.2882;0;1148678.96;32206884.03;1148678.96;2297357.92;29909526.11
447;Vilma O'Hogertie;Services;8:58;16:45;7:47:00;18;9;8;1;7611965;52860.86806;594684.7656;528608.6806;0;304478.6;8735258.446;304478.6;608957.2;8126301.246
448;Abraham Sharland;Support;9:05;16:51;7:46:00;18;16;14;2;16249986;112847.125;2256942.5;1974824.688;0;649999.44;20481753.19;649999.44;1299998.88;19181754.31
449;Deirdre Sprules;Engineering;8:52;16:31;7:39:00;19;12;15;1;13664482;89897.90789;1348468.618;1685585.773;0;546579.28;16698536.39;546579.28;1093158.56;15605377.83
450;Lanita Reynish;Legal;9:15;16:30;7:15:00;20;16;4;1;15884980;99281.125;1985622.5;496405.625;0;635399.2;18367008.13;635399.2;1270798.4;17096209.73
451;Jeromy Dennett;Research and Development;8:46;17:05;8:19:00;18;6;12;0;15116502;104975.7083;787317.8125;1574635.625;0;604660.08;17478455.44;604660.08;1209320.16;16269135.28
452;Nicol Hadeke;Research and Development;8:59;17:10;8:11:00;18;18;10;2;23042492;160017.3056;3600389.375;2000216.319;0;921699.68;28643097.69;921699.68;1843399.36;26799698.33
453;Cyril Scandrite;Product Management;8:45;17:29;8:44:00;19;2;8;1;17446710;114780.9868;286952.4671;1147809.868;0;697868.4;18881472.34;697868.4;1395736.8;17485735.54
454;Gael Hulkes;Sales;8:41;17:28;8:47:00;18;7;11;1;26682886;185297.8194;1621355.92;2547845.017;0;1067315.44;30852086.94;1067315.44;2134630.88;28717456.06
455;Westbrooke Talkington;Product Management;8:53;16:33;7:40:00;20;0;1;2;23974867;149842.9188;0;187303.6484;0;958994.68;24162170.65;958994.68;1917989.36;22244181.29
456;Eryn Mockes;Legal;8:46;17:28;8:42:00;19;8;7;0;15747896;103604.5789;1036045.789;906540.0658;0;629915.84;17690481.86;629915.84;1259831.68;16430650.18
457;Perkin Ounsworth;Sales;8:40;16:55;8:15:00;19;20;4;1;7975836;52472.60526;1311815.132;262363.0263;0;319033.44;9550014.158;319033.44;638066.88;8911947.278
458;Zulema Scaysbrook;Legal;8:56;17:10;8:14:00;19;15;9;1;24623693;161997.9803;3037462.13;1822477.278;0;984947.72;29483632.41;984947.72;1969895.44;27513736.97
459;Merola Lankford;Marketing;8:43;17:10;8:27:00;20;1;6;1;19916171;124476.0688;155595.0859;933570.5156;0;796646.84;21005336.6;796646.84;1593293.68;19412042.92
460;Lorrie Seaward;Sales;8:49;17:03;8:14:00;20;13;2;0;12282702;76766.8875;1247461.922;191917.2188;0;491308.08;13722081.14;491308.08;982616.16;12739464.98
461;Catriona Skermer;Legal;9:10;17:14;8:04:00;20;20;7;2;15590743;97442.14375;2436053.594;852618.7578;0;623629.72;18879415.35;623629.72;1247259.44;17632155.91
462;Charlot Carmont;Sales;8:59;16:35;7:36:00;20;9;15;1;27936899;174605.6188;1964313.211;3273855.352;0;1117475.96;33175067.56;1117475.96;2234951.92;30940115.64
463;Wallache Bonavia;Services;8:50;17:31;8:41:00;20;14;5;1;1442741;9017.13125;157799.7969;56357.07031;162000;57709.64;1818897.867;57709.64;115419.28;1703478.587
464;Herman Paffitt;Marketing;9:19;16:41;7:22:00;20;16;1;0;21198345;132489.6563;2649793.125;165612.0703;0;847933.8;24013750.2;847933.8;1695867.6;22317882.6
465;Page Anselm;Business Development;8:51;17:05;8:14:00;20;17;6;1;10394023;64962.64375;1380456.18;487219.8281;0;415760.92;12261699.01;415760.92;831521.84;11430177.17
466;Francisco Hannon;Human Resources;8:50;17:12;8:22:00;19;12;5;0;13739482;90391.32895;1355869.934;564945.8059;0;549579.28;15660297.74;549579.28;1099158.56;14561139.18
